"name","scie","lang","tags"
"Sankata paarai","Caranx ignobilis","E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]","fishetarian nonveg"
"Sardine","Sardinella longiceps","E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]","fishetarian nonveg"
"Shark","Carcharhinus sorrah","E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]","fishetarian nonveg"
"Shark, hammer head","Sphyrna mokarran","E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata]","fishetarian nonveg"
"Sole fish","Cynoglossus arel","E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag]","fishetarian nonveg"
"Shark, spotted","Stegostoma fasciatum","E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]","fishetarian nonveg"
"Shelavu","Sphyraena jello","E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]","fishetarian nonveg"
"Silan","Silonia silondia","E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]","fishetarian nonveg"
"Silk fish","Beryx sp.","E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]","fishetarian nonveg"
"Stingray","Dasyatis pastinaca","E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]","fishetarian nonveg"
"Tarlava","Drepane punctata","E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]","fishetarian nonveg"
"Tholam","Plectorhinchus schotaf","E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]","fishetarian nonveg"
"Tilapia","Oreochromis niloticus","E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]","fishetarian nonveg"
"Vela meen","Aprion virescens","E. Green jobfish; Common. Snapper; [Place of collection: Mandapam]","fishetarian nonveg"
"Tuna","Euthynnus affinis","E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]","fishetarian nonveg"
"Tuna, striped","Katsuwonus pelamis","E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]","fishetarian nonveg"
"Valava","Chirocentrus nudus","E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]","fishetarian nonveg"
"Vanjaram","Scomberomorus commerson","E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]","fishetarian nonveg"
"Vora","Siganus javus","E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam]","fishetarian nonveg"
"Whale shark","Galeocerdo cuvier","E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]","fishetarian nonveg"
"Xiphinis","Xiphias gladius","E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]","fishetarian nonveg"
"Eggs, Cat fish","Ompok bimaculatus","E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata]","fishetarian nonveg"
"Crab","Menippe mercenaria","E. Florida stone crab; [Place of collection: Kolkata]","fishetarian nonveg"
"Crab, sea","Portunus sanguinolentus","E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]","fishetarian nonveg"
"Lobster, brown","Thenus orientalis","E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]","fishetarian nonveg"
"Lobster, king size","Thenus orientalis","E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]","fishetarian nonveg"
"Mud crab","Scylla tranquebarica","E. Mangrove crab, Mud crab; [Place of collection: Goa]","fishetarian nonveg"
"Oyster","Crassostrea sp.","E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]","fishetarian nonveg"
"Tiger prawns, brown","Solenocera crassicornis","Common. Marine crustacean; [Place of collection: Chennai]","fishetarian nonveg"
"Tiger Prawns, orange","Penaeus monodon","E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]","fishetarian nonveg"
"Clam, green shell","Perna viridis","E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]","fishetarian nonveg"
"Clam, white shell, ribbed","Meretrix meretrix","E. Asiatic Hard Clam; [Place of collection: Goa]","fishetarian nonveg"
"Octopus","Octopus vulgaris","E. Common octopus; [Place of collection: Mumbai]","fishetarian nonveg"
"Squid, hard shell","Sepia pharaonis","E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa]","fishetarian nonveg"
"Squid, red","Loligo duvauceli","[Place of collection: Chennai and Goa]","fishetarian nonveg"
"Squid, white, small","Uroteuthis duvauceli","E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]","fishetarian nonveg"
"Cat fish","Tandanus tandanus","E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]","fishetarian nonveg"
"Tiger prawns","Macrobrachium sp.","Common. Shrimp; [Place of collection: Kolkata]","fishetarian nonveg"
"Catla","Catla catla","E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]","fishetarian nonveg"
"Freshwater Eel","Anguilla anguilla","E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]","fishetarian nonveg"
"Gold fish","Carassius auratus","E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]","fishetarian nonveg"
"Pangas","Pangasianodon hypophthalmus","E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata]","fishetarian nonveg"
"Coconut oil","","","vegetarian eggetarian fishetarian veg"
"Rohu","Labeo rohita","E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]","fishetarian nonveg"
"Crab","Pachygrapsus sp.","Common. Small shore crab; [Place of collection: Kolkata]","fishetarian nonveg"
"Prawns, big","Macrobrachium rosenbergii","E. Giant freshwater prawn, Giant river prawn; Common. Palaemonid freshwater prawn, Shrimp; [Place of collection: Bengaluru]","fishetarian nonveg"
"Prawns, small","Macrobrachium sp.","Common. Shrimp; [Place of collection: Mumbai]","fishetarian nonveg"
"Corn oil","","","vegetarian eggetarian fishetarian veg"
